,Unnamed: 0,id,text,time_stamp
558279,558279,2204709175,@bing siteowner custom search box fail... &quot;market&quot;:&quot;en-AU&quot; does nothing - it still targets US search   should be &quot;only from australia&quot;??,Wed Jun 17 02:55:54 PDT 2009
1426478,1426478,2059230189,Watched Crank 2.... awesome ,Sat Jun 06 16:30:39 PDT 2009
1574260,1574260,2189212995,@TheUncoolest ,Mon Jun 15 23:30:17 PDT 2009
1442049,1442049,2061920911,Night in with the rock star...  ,Sat Jun 06 21:55:04 PDT 2009
1106327,1106327,1971411001,@BATYASMUSIC Don't really have a reason.. haha sounds stupid. I'll be 14 ,Sat May 30 07:02:50 PDT 2009
910631,910631,1751678466,first night in myers. just not the same w/out lydia!  but i'm actually excited about this summer! ,Sat May 09 20:00:55 PDT 2009
763430,763430,2298320128,"my tooth is sving, and I cannot see my dentist for a week ",Tue Jun 23 11:31:48 PDT 2009
231477,231477,1978973167,cant sleep got heartburn really bad ,Sun May 31 01:08:05 PDT 2009
1389875,1389875,2053167034,Off to Whipsnade  Hope it's dry,Sat Jun 06 03:32:13 PDT 2009
548567,548567,2202402887,Going To Bed ...My Ankle Hurts ,Tue Jun 16 21:44:13 PDT 2009
453684,453684,2070395570,hates the fact she scanned the wrong passage in all those commentaries she was going to use for her essay ,Sun Jun 07 17:37:10 PDT 2009
336219,336219,2013951848,I shame the name of female  lol Alright. Shower then sleep then get up in like 5 hours.,Wed Jun 03 00:02:11 PDT 2009
1328830,1328830,2015570824,"@disil429 Fine. Kinders coughing again, so not a lot of sleep. Weather's good, though, that's the main thing ",Wed Jun 03 05:00:24 PDT 2009
968502,968502,1827869854,Listening to the Nutcracker.  Who says it's only a Christmas thing?! ,Sun May 17 11:37:05 PDT 2009
926384,926384,1755641038,"i miss him, i cant wait to see him, im happy ",Sun May 10 09:39:21 PDT 2009
369502,369502,2049895505,@tristanwilds are you missing me? i'm missing my tuesday nights of 90210 ,Fri Jun 05 17:41:34 PDT 2009
1501551,1501551,2071479153,"@mithss mourniiiiiiing eh, morniiing!!! ",Sun Jun 07 19:27:50 PDT 2009
855502,855502,1573581650,@pamelaong Glad the blog helped ,Tue Apr 21 01:51:27 PDT 2009
950195,950195,1823943120,Awesome pumpkin! Your famous ,Sat May 16 23:30:02 PDT 2009
419271,419271,2061947730,"@ScarlettHarlott Sadly , I've never seen a single episode. I know , I'm fired , right? ",Sat Jun 06 21:58:48 PDT 2009
1046799,1046799,1957701428,@LucasGo Haha. I will! o.O Hows you?  Long time no @ reply.,Fri May 29 01:19:53 PDT 2009
222,222,1467871545,"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx",Mon Apr 06 22:35:40 PDT 2009
1599783,1599783,2193528694,Seattle PRIDE will be June 28th at 11am.  Come out and support your community! March with the marriage equality contingent! ,Tue Jun 16 08:34:51 PDT 2009
1067105,1067105,1965430637,"@Lujee seriosuly, the second one &quot;since I'm already a mid. class dude and would work for food&quot; ",Fri May 29 15:54:31 PDT 2009
463022,463022,2174824047,at school...listining to die Ärzte - Westerland...great song really..btw i'm so tired...i sleeped between 02:30 and 05:30..thats bad ,Sun Jun 14 23:24:06 PDT 2009
135376,135376,1836510110,I am so hungry  I hate not eating breakfast!,Mon May 18 08:07:33 PDT 2009
589976,589976,2217173197,ewww if i work at fazoli's i have to year a viser...and ugly shoes...and a pony tail...and no nail polish ,Wed Jun 17 20:29:42 PDT 2009
1383389,1383389,2052562282,@ZippyC NO. IT'S FULL OF WIN AND I LUV IT. &lt;3 I've been meaning to catch up to where it's at now for ages. NOW I HAVE. ,Sat Jun 06 01:09:42 PDT 2009
201030,201030,1971801597,Oft. As finished as I can be. Can I relax and be on holiday now? I think I've missed the acceptable slot for lunch. ,Sat May 30 07:55:49 PDT 2009
1076823,1076823,1967511412,@ItsNeet 100%.. its like getting an A for all your classes.. ,Fri May 29 19:42:58 PDT 2009
996966,996966,1835989661,"@seblefebvre Hi Seb! I'm a spanish fan of you.I'm addicted to SP and I think it's the best band in the world!please, come to spain early ",Mon May 18 07:09:24 PDT 2009
1121819,1121819,1974221419,Home from soccer. It's so hot out there today. We have retreated to the coolness of the basement. ,Sat May 30 12:41:07 PDT 2009
1223531,1223531,1990422918,i have find my someone ,Mon Jun 01 04:49:53 PDT 2009
1488648,1488648,2068535310,@marqueshouston We are the &quot;Fugazi Patrol&quot; &amp; our motto is &quot;If u see a clown point em out&quot; please let everyone know about us ,Sun Jun 07 14:14:58 PDT 2009
1278593,1278593,2001445043,it is ginormous... Haha well i  feel wierd talking about myy ziiiit  ta ta  good nightt,Tue Jun 02 00:54:35 PDT 2009
1498601,1498601,2070601343,I'm obsessed with twitting  haha,Sun Jun 07 17:59:14 PDT 2009
904643,904643,1694881980,One interlock down one to go ,Mon May 04 04:28:34 PDT 2009
630570,630570,2232041041,"ugh...summer colds are the worst, esp when you have a fever on top of this ridic humidity ",Thu Jun 18 19:22:16 PDT 2009
447872,447872,2068816061,I miss Zack so much these days ,Sun Jun 07 14:45:03 PDT 2009
374134,374134,2051178100,@dbferguson I'm using an Asus. Forget which one at the moment since I don't have it near me.But my complaints are similar to yours. ,Fri Jun 05 20:58:42 PDT 2009
1274615,1274615,2000986359,"@powersurf OH I've Got a case. I designed it. Someone idiot stole it and I can prove it. If they want to play hardball,I'm game. ",Mon Jun 01 23:30:45 PDT 2009
162781,162781,1957625794,my thumb hurts after breaking the nail.... ,Fri May 29 01:05:16 PDT 2009
1280638,1280638,2001655814,"@amymacdonald1 Congrats on the 4x platinum  It's a fantastic album, one of my favs",Tue Jun 02 01:37:00 PDT 2009
1165627,1165627,1979863257,"@JosephFrost Yeahh, that would be pretty awesome. ",Sun May 31 04:48:37 PDT 2009
991432,991432,1835117151,@benlizzotte so i think you should work for the discovery channel b/c then it would be media AND sharks! ,Mon May 18 05:11:04 PDT 2009
24116,24116,1557912015,"@paddyrules home is mums house lol hm maddens could be a plan, am actually stone cold broke atm tho not even sure i could afford door fee ",Sun Apr 19 06:32:32 PDT 2009
624090,624090,2229785405,@MandyyJirouxx that page doesn't exist ,Thu Jun 18 16:12:13 PDT 2009
178269,178269,1965929390,fighting a cold. ,Fri May 29 16:48:18 PDT 2009
403685,403685,2058242097,@greeleyalex  aw im jealous! I miss home. I wish I could be home in CG right now! Watching spanish tv with my Gparents,Sat Jun 06 14:32:59 PDT 2009
418200,418200,2061711951,@aleshacal my phone is dying  no charger here!,Sat Jun 06 21:26:57 PDT 2009
888380,888380,1687278214,@mileycyrus Green Day new cd on the 15th and you on the 16th. woo!! ,Sun May 03 08:15:50 PDT 2009
368959,368959,2049700845,my tv always freezes while i'm watching inbetweeners ,Fri Jun 05 17:20:38 PDT 2009
120956,120956,1833398181,@softjunebreeze Ex-factor.... Me too ,Sun May 17 23:09:44 PDT 2009
25844,25844,1558501113, Back to school on Monday...Well I did get an iPod Touch. @shmuxel + @randomized180 See yah tomorrow then I guess ,Sun Apr 19 08:34:08 PDT 2009
581170,581170,2214200315,@LisaAnneWest i missed it  have to catch up on sunday ohh ye so  fancy ldn on sunday? xoxo,Wed Jun 17 16:24:30 PDT 2009
495202,495202,2185161798,tried to check out your site @poeticmindset ... not working ,Mon Jun 15 16:58:43 PDT 2009
1343231,1343231,2039698910,Watching Wayne Dyer's new program on PBS &quot;Excuses Begone!&quot;. Lower mainlanders can check it out on ch. 27 or 204 on Shaw! Peace ,Thu Jun 04 22:35:04 PDT 2009
460445,460445,2072444681,pimples attack! Arghhhhhhhhh ,Sun Jun 07 21:02:16 PDT 2009
721716,721716,2261274687,"has to pack, stillll. and doesn't want to.. ",Sat Jun 20 20:32:07 PDT 2009
412798,412798,2060437840,@snikkins How dare you get some before I have a chance to. You're no longer my friend ,Sat Jun 06 18:54:23 PDT 2009
1055878,1055878,1962352792,"Can't stop listening to the clips of @Jonasbrothers new album Lines, Vines and Trying Times its so amazing can't wait for the whole thing ",Fri May 29 10:54:56 PDT 2009
615917,615917,2226461513,about to pour in orlando ,Thu Jun 18 11:59:03 PDT 2009
1101979,1101979,1970812135,"@carriecruz I know! I don't think they air it on any of the cable channels anymore, but you can download them from the net ",Sat May 30 05:17:50 PDT 2009
1498281,1498281,2070543639,@AprAnaya  you will !   check the website so you can have an idea as to what product u want to try . I will sent u the email tomorrow ,Sun Jun 07 17:53:02 PDT 2009
489837,489837,2183136501,@annieomnious    can it be fixed?  can we make a new simple one mayb?,Mon Jun 15 14:05:40 PDT 2009
492946,492946,2184448107,blää i have a headache ,Mon Jun 15 15:55:35 PDT 2009
1310603,1310603,2013341939,Has just joined Twitter.. It better be good! ,Tue Jun 02 22:26:54 PDT 2009
439037,439037,2066333820,Where in Singapore do they sell Dujour? ,Sun Jun 07 10:19:20 PDT 2009
531770,531770,2196442252,"#iranelection The &quot;yellow Press&quot; is alive and well in the 21st century, how quickly we forget the USS Maine ",Tue Jun 16 12:28:43 PDT 2009
506772,506772,2188737291,haven't been on all day  went to bed late last night!,Mon Jun 15 22:27:48 PDT 2009
1475812,1475812,2065977302,"where's all the rain we were supposed to have today? not complaining tho, it's lovely &amp; bright. very happy making ",Sun Jun 07 09:39:23 PDT 2009
939264,939264,1793637123,"@claire_stokoe thank you, it only took me two minutes, thankfully the style of envirowise.gov.uk was already there for the taking ",Thu May 14 03:27:13 PDT 2009
121061,121061,1833427286,ps: i think twitter sucks if you dont have free unlimited texts. ,Sun May 17 23:15:06 PDT 2009
1536273,1536273,2179221942,"@xDorkyStacy Ha! THAT SOUNDS SO WRONG STACY! lmao  i love you. and when I take one, I'll think of you too. haha, and on youtube. ",Mon Jun 15 08:48:42 PDT 2009
1329243,1329243,2015638557,@gwyn007 @waz7710    no no really its ok! u try em out and then u can see which works and doesnt  by that time its to late,Wed Jun 03 05:10:09 PDT 2009
739705,739705,2265795968,Who else misses Parade the day incredibly much.. ,Sun Jun 21 07:19:34 PDT 2009
348756,348756,2016886128,I was caller number one. ,Wed Jun 03 07:31:07 PDT 2009
307805,307805,2000557470,@StewartWade ditto!! Goodnight &amp; rest well!! Go play the lottery! I bought a ticket when I was n FL last week but no luck! ,Mon Jun 01 22:23:18 PDT 2009
1275566,1275566,2001101986,"Mornin every1! Hope all is well I'm your worlds. I'm not sure why I'm at work at 7:45 this mornin, but I guess Its not all bad ",Mon Jun 01 23:50:48 PDT 2009
347212,347212,2016398576,should be going out but wants to stay put to participate in @RichardWiseman experiment - might have to do it by txt. (no photo part) ,Wed Jun 03 06:42:31 PDT 2009
841571,841571,1563492058,"If you can take criticism and blame without resentment, YOU'RE PROBABLY THE FAMILY DOG  see... http://jijr.com/hitZ cheers, Lou-ann",Sun Apr 19 23:02:39 PDT 2009
76213,76213,1695535298,"@TeeMonster Sorry, I know I'm late responding (15hrs  timezone troubles) but I think you would need to load Audacity to your compy",Mon May 04 06:22:24 PDT 2009
310711,310711,2001149512,History exam today and dreading it ,Mon Jun 01 23:59:30 PDT 2009
543696,543696,2200859251,After seeing mr. benningfield tonight it really made me start to miss my vand family like hXc  i love you band geeks! &lt;3,Tue Jun 16 19:28:23 PDT 2009
1452555,1452555,2063152024,Just downloaded a new Twitter app for my phone. So much better already. ,Sun Jun 07 01:33:35 PDT 2009
436390,436390,2065655022,I seem to be making a habbit out of not falling asleep until very late ,Sun Jun 07 09:02:01 PDT 2009
353525,353525,2032533305,There was a steady stream at my polling station mostly old folks surely they wouldn't vote for the fascists ... Are people that stupid? ,Thu Jun 04 11:23:45 PDT 2009
716707,716707,2259778018,Missionaries had passport problems. Still havn't arrived  ya'll pray!,Sat Jun 20 18:08:50 PDT 2009
878541,878541,1685261398,had a very good night ,Sat May 02 23:39:51 PDT 2009
1183057,1183057,1982364144,"Enjoying the morning just hanging out with Juliet in Victoria. She doesn't know it yet, but I'm taking her to see Il Divo tonight  #fb",Sun May 31 11:03:41 PDT 2009
883612,883612,1686166902,Off to the Miss Bikini Philippines pageant. Thanks to @veggiecircle for the ticket! ,Sun May 03 04:06:50 PDT 2009
1465196,1465196,2064325843,i'm going global .. ,Sun Jun 07 05:56:58 PDT 2009
400301,400301,2057377299,They are gone .. ,Sat Jun 06 12:53:31 PDT 2009
1013452,1013452,1881317764,Friends with scott again ,Fri May 22 04:18:16 PDT 2009
1063686,1063686,1964523546,I think that my lovely brother @ScottyHolloway should take me and his lovely sister @Ho11y to Old Town for some dinn dinn &amp; margaritas ,Fri May 29 14:22:19 PDT 2009
1340505,1340505,2030755309,Roast in the cooker and cakes in the oven soon.  Good morning!  Hope everyone is well today ,Thu Jun 04 08:50:08 PDT 2009
667046,667046,2245483186,Wooo I picked my sister and I miss the empty house. ,Fri Jun 19 16:11:47 PDT 2009
15103,15103,1553986924,@aleahhh season is almost done with babe ,Sat Apr 18 15:45:29 PDT 2009
420348,420348,2062190059,off to work    byeee xox,Sat Jun 06 22:33:37 PDT 2009
212878,212878,1974851944,@alexandramusic Diversity won! damnn i wanted flawless to win ,Sat May 30 13:57:15 PDT 2009
682327,682327,2249964736,printin stuff for my aunt. dont ask y its so late. i forgot 2 do it earlier. ,Fri Jun 19 23:23:39 PDT 2009
56297,56297,1685358696, can some one pleease tell me how to work out the total surface area of a square pyramid? ,Sun May 03 00:03:03 PDT 2009
1566590,1566590,2187816677,@DENISE_RICHARDS love your hair  dont ever cut ur locks ,Mon Jun 15 20:51:04 PDT 2009
1095323,1095323,1970220574,@okse *Phew* Hate to think you and Colin had fallen out! Glad he's smiling for you. Hip Hip Hip Hooray!! ,Sat May 30 02:57:26 PDT 2009
1234084,1234084,1992312941,@Dee_Dee_3 high low ,Mon Jun 01 08:32:57 PDT 2009
1546694,1546694,2182529698,"And the motivation came!  yay! Not finished yet, but well on my way!  Gonna go finish it. xx",Mon Jun 15 13:17:33 PDT 2009
143481,143481,1881736609,Still cant get Jonas Bros tickets..dreading facing my niece later on ( I can see the tantrum now). Hope they put on another gig in Dublin ,Fri May 22 05:26:16 PDT 2009
167557,167557,1961760410,"I though the clothes of AW0910 Collection from +9 designers will be there, together with the visual arts, but it is not ",Fri May 29 10:00:12 PDT 2009
1498616,1498616,2070618502,On schedule now to soft launch tomorrow evening - already have first customer - lost cat ,Sun Jun 07 18:00:54 PDT 2009
1289205,1289205,2002583293,&quot;Thank You [Lord] for reminding me to see myself the way You see me!&quot; ,Tue Jun 02 04:37:35 PDT 2009
1470599,1470599,2065072801,@CharlieeSimpson I Was Looking at an Old Poster From Busted The Other Day  You Had Really Short Hair And Everythng   Young Ta Old ,Sun Jun 07 07:50:01 PDT 2009
698689,698689,2254207767,"Ugh, so bored today! ",Sat Jun 20 09:23:40 PDT 2009
1436310,1436310,2060960475,home from a long day of work. i wore heels from 11am to 7pm. i must be crazy!! came right home to soak the feets. lol who wana rub em? ,Sat Jun 06 19:54:45 PDT 2009
693881,693881,2252848920,Still at work  This entire week has felt like an extremely long and awful Monday!,Sat Jun 20 07:06:51 PDT 2009
605386,605386,2222244011,Upgraded iPhone to 3.0 but seem to have weaker link to tamu wireless ,Thu Jun 18 06:42:26 PDT 2009
314842,314842,2002064542,morning twitterland...off to work i go ,Tue Jun 02 03:01:26 PDT 2009
206754,206754,1973313308,@Debbiebarnhill I'm such a plantaholic.... I spent several thousand $s the last few years planting at my brothers lake cabin - he sold it ,Sat May 30 10:54:29 PDT 2009
938150,938150,1793375946,Trying to learn some &quot;PHOTOGRAPHY&quot; ,Thu May 14 02:27:16 PDT 2009
1077246,1077246,1967624944,@KrisAllenmusic I'll be sure to vote for you in that competition.  A star with your name on it would go well with your Idol Trophy!,Fri May 29 19:55:25 PDT 2009
427476,427476,2063740355,already miss baby donkey ,Sun Jun 07 03:53:27 PDT 2009
563819,563819,2206034609,@kpsomotragos I have it on good authority that we'll be getting it around 3am. ,Wed Jun 17 05:53:33 PDT 2009
751660,751660,2286183057,Just heard gun shots in my neighborhood!!! ,Mon Jun 22 16:06:16 PDT 2009
163200,163200,1957726936,Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along ,Fri May 29 01:24:58 PDT 2009
710617,710617,2257964408,I am sooo tired!! My eyes literally can't stay open ,Sat Jun 20 15:10:31 PDT 2009
122358,122358,1833694139,I hate word challenge on facebook! ,Mon May 18 00:08:01 PDT 2009
228435,228435,1978260194,is sad she couldn't go out with her girls tonight  It's been too long....,Sat May 30 22:51:18 PDT 2009
632586,632586,2232720791,PACKING SUCKS! i miss my Lee ,Thu Jun 18 20:18:00 PDT 2009
1256731,1256731,1997542270,O how i love you sammoons  o how i do. ,Mon Jun 01 17:01:58 PDT 2009
362877,362877,2047601485,"Wants a free doughnut, Krispy Kremes are so expensive, but 10 million times better than other doughnuts. ",Fri Jun 05 13:53:56 PDT 2009
1413702,1413702,2056895495,new phone  tattoo on monday! Woo.. just had tea. yummy.,Sat Jun 06 11:59:52 PDT 2009
451459,451459,2069769872,waiting for my hoe to come back ,Sun Jun 07 16:29:42 PDT 2009
317820,317820,2002690849,"i just cried a lot  im so over that all , and i cant hear it anymore...",Tue Jun 02 04:54:55 PDT 2009
373647,373647,2051060587,Trying to get on facebook!!! ,Fri Jun 05 19:47:23 PDT 2009
794572,794572,2327029528,I want to post lol cats on here but I can't ,Thu Jun 25 07:49:40 PDT 2009
1566055,1566055,2187686536,@RobbieTaylor I have no comment about who won the game until this replay is completed. ,Mon Jun 15 20:39:08 PDT 2009
822605,822605,1555730383,Thank you everyone. I seriously am I lucky guy to have such great and lovely friends. Let's keep in touch  chuckishere.com at #LAX,Sat Apr 18 20:31:57 PDT 2009
143042,143042,1881627162,friday gimmick in the office  but always looking forward for the weekend!,Fri May 22 05:09:53 PDT 2009
1533629,1533629,2178551287,TALK meeting tonight at Tampa Chamber at 6pm with @WOMlinda as guest speaker on Word of Mouth Marketing! Happy Hour after @ Tinatapas ,Mon Jun 15 07:52:01 PDT 2009
1059695,1059695,1963285980,successfully obtained  visa entries to enter  and stay in the Royal Kingdom of Thailand! ,Fri May 29 12:29:40 PDT 2009
1548912,1548912,2183176732,Downtown Disney ,Mon Jun 15 14:08:57 PDT 2009
67082,67082,1692138499,missing my mom ,Sun May 03 19:21:26 PDT 2009
366218,366218,2048799023,A little sad  pretty bad news and feel too much insecure about my playing.,Fri Jun 05 15:47:36 PDT 2009
639017,639017,2234612081,@HuniB oOhwee naw i just been chillin tryna get use to this new work schedule of having to be at wrk @ 7... ,Thu Jun 18 23:23:36 PDT 2009
1107115,1107115,1971529750,@juzgalvez Hahaha! Don't be scared. They need fresh minds and you're it. ,Sat May 30 07:19:07 PDT 2009
1270486,1270486,2000411567,grandparents arrive tomorrow... good nite ,Mon Jun 01 22:03:31 PDT 2009
1593357,1593357,2191924353,that was a good chat!  keep u posted guys...,Tue Jun 16 06:12:36 PDT 2009
142718,142718,1881544176,@BrokenStruggle to much waffle &amp; not enough drinking going on. he's a less annoying version of numpty! &amp; he's not you which makes me ,Fri May 22 04:56:58 PDT 2009
919026,919026,1753757242,@theclimbx3 i knooow  its the pizza girl episode xD &lt;3,Sun May 10 03:17:04 PDT 2009
1092656,1092656,1969999471,"Random drunk girl sitting by my car: &quot;Is that your man bag?&quot;  Me: &quot;Yes, that's my man bag.&quot;  BTW, its name is Butch  ",Sat May 30 02:02:40 PDT 2009
1066678,1066678,1965353750,lots of cool ppl  ~~&gt; @actionchick @thewildjoker @walterdoc @JGDemas @amilya @williger  #followfriday,Fri May 29 15:46:18 PDT 2009
1222537,1222537,1990302592,Alright this is my debute twitt  yay lol,Mon Jun 01 04:29:29 PDT 2009
89307,89307,1755268503,@Spitphyre girls i am outta it then  my exams,Sun May 10 08:42:04 PDT 2009
685510,685510,2250794961,Why do peep toe shoes hurt so bad ,Sat Jun 20 01:30:37 PDT 2009
1375327,1375327,2051576317,@Alyssa_Milano do celebs get more characters than the rest of us? ,Fri Jun 05 22:20:02 PDT 2009
278847,278847,1991632963,need to charge my mac... ,Mon Jun 01 07:23:27 PDT 2009
1206205,1206205,1986741288,Keyshia cole loves bebe too!!! ,Sun May 31 19:15:12 PDT 2009
645809,645809,2236372813,@dstarr I want my bed  x,Fri Jun 19 03:32:33 PDT 2009
824578,824578,1556268196,"Dang it....BRB....have to get the cake, candles and ice cream out and sing happy birthday to my niece. Sweet 16 ",Sat Apr 18 22:12:37 PDT 2009
