,Unnamed: 0,id,text,time_stamp
403648,403648,2058222719,i got a word in my mind but figure out how to spell it... ,Sat Jun 06 14:30:41 PDT 2009
1496946,1496946,2070230426,@jonghwoo Maybe i should drink couple beers then!! ,Sun Jun 07 17:19:28 PDT 2009
1301540,1301540,2007639274,"@nickjfrost I hope you can shoot PAUL in 3 days, I wanna in see it friday week. ",Tue Jun 02 12:56:09 PDT 2009
895263,895263,1692604338,"Time to read a bit of Hitchhiker's Guide before sleeping; such a classic, ",Sun May 03 20:21:40 PDT 2009
1138272,1138272,1976828639,"@Chef_Jay No, I'm at work. Getting updates on BB~ESPN ",Sat May 30 19:12:22 PDT 2009
559667,559667,2205031397,"@ShropshirePixie Hi Katie, just more of the same   Rather play on here than knuckle down to work though! You planning anything?",Wed Jun 17 03:46:38 PDT 2009
335172,335172,2013728375,@RahkRahk I love my petie but petie doesn't love me anymore ,Tue Jun 02 23:25:01 PDT 2009
420781,420781,2062280907,@CityGirl912 @aliceinnyc ,Sat Jun 06 22:47:54 PDT 2009
739259,739259,2265683320,Ugh another fathers day ,Sun Jun 21 07:06:05 PDT 2009
1564055,1564055,2187205923,@Pink twitpic necessary  x,Mon Jun 15 19:56:45 PDT 2009
1060954,1060954,1963595565,Yummy home made cheese cake ,Fri May 29 12:57:50 PDT 2009
1169472,1169472,1980264421,"@giuliechelon90 don't worry sweet...we will be all together in Milan, as always  love you!!",Sun May 31 06:13:29 PDT 2009
730968,730968,2263707160,"Losing split decision after fighting like a Fucking Man, So easy even a cave man can do it. ",Sun Jun 21 01:34:37 PDT 2009
1178598,1178598,1981611849,@ACD93 oh yeah. It was directed toward someone ,Sun May 31 09:31:19 PDT 2009
491108,491108,2183711522,Poor little Jonah has a cold! ,Mon Jun 15 14:52:56 PDT 2009
605419,605419,2222253169,Poor Wally is still sicky   ,Thu Jun 18 06:43:14 PDT 2009
142255,142255,1881445160,"Is in college for the last day ever, bar exams :0 ",Fri May 22 04:41:03 PDT 2009
236247,236247,1979946505,@katiemurdoch Yeah.. We watch it on youtube here... Not as lucky as you guys ,Sun May 31 05:07:36 PDT 2009
612653,612653,2225055684,Waiting at the bus stop. Gotta go to school  the parental signed me up for summer classes ,Thu Jun 18 10:15:21 PDT 2009
1028220,1028220,1932578334,@wolfchild59 Nom Nom Nom to strawberries in any form! ,Tue May 26 21:45:28 PDT 2009
291754,291754,1995796389,@IJCopon925  ;; tell me about it. ,Mon Jun 01 14:03:38 PDT 2009
412922,412922,2060468789,@DonnieWahlberg I SO WISH I could have gone!!!!! I live in NJ but couldnt afford it   Keep it real guys! LOVE YOU!!!!!!!!!!!!,Sat Jun 06 18:57:52 PDT 2009
24284,24284,1557955476,"@atulkarmarkar I did take a long break, right?  was on vacation for more than a week..",Sun Apr 19 06:43:10 PDT 2009
672914,672914,2247322400,"Back to the grind stone, back too work ",Fri Jun 19 18:55:34 PDT 2009
256088,256088,1984641803,@AmyTeets I don't think Nebr realizes there is a recession ,Sun May 31 15:30:43 PDT 2009
758542,758542,2295780111,@Sarahx_x We don't have too  but.. thought it'd be good. ,Tue Jun 23 08:21:58 PDT 2009
128197,128197,1834865569, I need desprate help! Tireddd and now gotta do blooming ICT!!,Mon May 18 04:27:07 PDT 2009
1570086,1570086,2188524564,"@Nuff55 Euphemism dear. I am sexually hungry right now. You know, like a lion stalking prey? Savage, like that. ",Mon Jun 15 22:03:26 PDT 2009
981493,981493,1834117098,@tommcfly It got number 1? That's awesome! It was a great concert ,Mon May 18 01:41:37 PDT 2009
25376,25376,1558316931,learnin for the math test ,Sun Apr 19 07:59:56 PDT 2009
323135,323135,2005008598,@Colettejane me + @DavidACampbell are going swimming tomorrow morning ya? @cbain84 im purple  except my neck... thats white... ,Tue Jun 02 09:04:33 PDT 2009
1446100,1446100,2062468436,@peruvianchik do u also got shane's or dana's page? ,Sat Jun 06 23:19:12 PDT 2009
433528,433528,2064978894,is nackered! good times with amy this mornin  I wish she didnt actually want to go to france... It hurts ,Sun Jun 07 07:37:13 PDT 2009
1497581,1497581,2070406446,Walk downtown with my sweetie ,Sun Jun 07 17:38:18 PDT 2009
167854,167854,1961912570,Missing brandon. Wanting to talk to anthony. Sadshoes ,Fri May 29 10:14:00 PDT 2009
976231,976231,1833608755,"@Sharkey21 Yeah, there is... a big cup of coffee  #coffee",Sun May 17 23:50:49 PDT 2009
497748,497748,2185983160,@comicgrrrl Only for the first couple of days if I do (and I most likely will).  I can't stand that place from Friday on. ,Mon Jun 15 18:11:19 PDT 2009
1279992,1279992,2001595081,Already back from school  But have to work on that math homework right now in this sunny weather ,Tue Jun 02 01:24:33 PDT 2009
1308858,1308858,2012930875,Is up watching a movie  NOOOO WORK TOMORROOW ,Tue Jun 02 21:34:08 PDT 2009
212781,212781,1974827034,"@_HeatherBailey  looks good.  A lot of them are weird looking, or just simply do not exist.  ",Sat May 30 13:54:51 PDT 2009
101209,101209,1794327367,nooo Danny was kicked off!!!  Now Adam is totally going to win.,Thu May 14 05:32:58 PDT 2009
1456821,1456821,2063531042,Is  Going Swimming Soon ,Sun Jun 07 03:02:16 PDT 2009
824403,824403,1556220012,goodnight everyone ,Sat Apr 18 22:02:43 PDT 2009
176554,176554,1965387343,Definitely need to work out after this business trip- too much free food and alcohol. I'm sure I've gained a few pounds. ,Fri May 29 15:49:55 PDT 2009
817130,817130,1551651367,"lol, it looks like bobby has heard my thoughts  ",Sat Apr 18 09:37:09 PDT 2009
1402556,1402556,2054733885,@TechieTiffy I will wave at you! ,Sat Jun 06 07:58:51 PDT 2009
1038655,1038655,1956702664,@_littleowl I'll email you soon!  My head hurts right now ._.  You know why. 8D,Thu May 28 22:28:50 PDT 2009
230493,230493,1978748887,"@XGraceStAcKX nope.. tomorrow,stupid school ",Sun May 31 00:20:14 PDT 2009
1431761,1431761,2060139255,@symphnysldr i met you yesterday at the grove!  thank you for being so sweet. it made my day. thank you&lt;3,Sat Jun 06 18:20:05 PDT 2009
930723,930723,1770583901,@DenzelSnipes1 Hehe  having non &quot;G&quot; moments prove ur a real boy n a real man  lol that's one of my fav movies... http://myloc.me/KId,Mon May 11 21:43:18 PDT 2009
682835,682835,2250113562,@Nannette13 ahhhh...yes. Why are you never in the office anymore? ,Fri Jun 19 23:44:07 PDT 2009
612907,612907,2225159677,I can't log into facebook....wat am i gonna do ,Thu Jun 18 10:23:06 PDT 2009
542313,542313,2200387370,@dexterscott THAT WAS A GEM! it is so relaxing! no I haven't  I don't even know where is beit!,Tue Jun 16 18:49:50 PDT 2009
961357,961357,1827053549,@Missyshianne I thought the stanky leg was a rare disease. I was proved wrong at the club last nite. I'm such a freekin old white lady ,Sun May 17 09:53:38 PDT 2009
466591,466591,2175593484,Eligh is sleeping and I miss him  I guess I should do my nails,Mon Jun 15 01:25:48 PDT 2009
889890,889890,1687865746,@typezero3 Ohayo! Have a great Sunday..and maybe even a great &quot;sundae&quot;! ,Sun May 03 09:46:54 PDT 2009
1284725,1284725,2002073085,"theres a man outside cutting grass.. the office smells like a meadow... i think il get an oasis at luch and pretend im in LA, on a beach ",Tue Jun 02 03:03:08 PDT 2009
1485860,1485860,2067960996,welcomes Kenzie Corleone as a fan.   http://plurk.com/p/z5rm5,Sun Jun 07 13:15:21 PDT 2009
952131,952131,1824390290,"@InLuvwithJON LOL, yah we don't need you orange for Tinley  You are lucky that you are able to tan, it sucks being as pale as we are ",Sun May 17 01:10:35 PDT 2009
612020,612020,2224803879,oh dear. this hurts!  http://tr.im/oWLV,Thu Jun 18 09:57:15 PDT 2009
858736,858736,1675827587,@GeoffGodsey maybe you can get our donation pages up and running? Just a thought ,Fri May 01 20:25:28 PDT 2009
88795,88795,1755024973,"Received a sweet Mother's Day video card from my son, saying I had been chosen Mother of the Year. Brad and Angelina were disappointed. ",Sun May 10 08:03:16 PDT 2009
392588,392588,2055182601,@rairaiaday I agree... That music is actually better than what they play over here... Everyhing sounds the same ,Sat Jun 06 08:51:16 PDT 2009
1045233,1045233,1957530156,"Found Bring on the Men on mah desktop, I remember now, I bought it cause I was addicted to it  MUST GET A KARAOKE VERSION!",Fri May 29 00:47:30 PDT 2009
1486709,1486709,2068136384,"@dougiemcfly but ur hawt, so its okay ",Sun Jun 07 13:33:41 PDT 2009
479622,479622,2178953003,What happened to you twitteriffic? I had to digress back to twitterfon ,Mon Jun 15 08:26:22 PDT 2009
1454242,1454242,2063306269,"@titsuno whateva, just like ur tweet ",Sun Jun 07 02:08:02 PDT 2009
1124011,1124011,1974594102,@jrdorkin Now that's a great post title-- very catchy ,Sat May 30 13:27:12 PDT 2009
1552825,1552825,2184483625,@beatonthematt haha! thanks bud  Well I just remembered to call the other girl! I keep forgetting! I will call her tomorrow ,Mon Jun 15 15:58:45 PDT 2009
583386,583386,2214930398,"@Followtheblonde Congrats on the show! U have my support.  My sympathy on eleanor the fish. Know she will b missed, poor Riley. C u on Bee",Wed Jun 17 17:26:05 PDT 2009
429677,429677,2064175575,i need to learn how to gain some EQ.  ,Sun Jun 07 05:28:24 PDT 2009
1137503,1137503,1976744887,"Met 2 nice families over Yom Tov and shabbat. And my hubby &amp; me had some great talks. All in all, it was a good 2 days. ",Sat May 30 18:56:36 PDT 2009
1200402,1200402,1985489418,"@alyankovic I think I should listen to Poodle Hat, and &quot;Why Does This Always Happen To Me&quot; ",Sun May 31 17:12:08 PDT 2009
820146,820146,1553617826,is sooo pumped for the game tomorrow. ,Sat Apr 18 14:45:11 PDT 2009
319367,319367,2003038546,@juliacrorkin mmmm cookies!  Mine aren't over until the 19th! ,Tue Jun 02 05:44:50 PDT 2009
742282,742282,2266504349,"Picking up around the house then to see  my Daddy, Jalissa said she wishes her Daddy was here for Father's Day  ....So do I love u freddie",Sun Jun 21 08:37:20 PDT 2009
198435,198435,1971220152,i have to work today   too tired to deal with kids for 4 hrs....,Sat May 30 06:32:52 PDT 2009
1160367,1160367,1979420723,Off for some barbequeueing  with friends. Have to be at sound check at 15:00. Have fun.,Sun May 31 02:58:39 PDT 2009
120148,120148,1832814629,"just got home from #otafest... took all day, got there late though, so it felt like time went by quickly.  Had fun though. &lt;3",Sun May 17 21:33:53 PDT 2009
1534241,1534241,2178693594,says woooooooh! batiin niyo ko!  yeah. (rock) (applause) (girlkiss) http://plurk.com/p/114twc,Mon Jun 15 08:04:19 PDT 2009
630507,630507,2232022184,I just cried looking at @kimmyawesome's dog ,Thu Jun 18 19:20:42 PDT 2009
539628,539628,2199481695,@emmabaggadonuts i'm a very bad fan. i didn't. tragic  mother didn't want to take me.,Tue Jun 16 17:33:49 PDT 2009
820880,820880,1553863331,"@Knittygrittygrl Well, I'll be darned, fancy meeting you here!   Do you have your LA dates set?",Sat Apr 18 15:25:04 PDT 2009
700856,700856,2254890356,at the mall with my friend and no money.... ,Sat Jun 20 10:26:30 PDT 2009
148062,148062,1883002583,Three periods then weekend!! And work ,Fri May 22 07:50:51 PDT 2009
1567012,1567012,2187904149,Wondering why sometimes I just can not keep some things out of my mind.....hmmmmmm ,Mon Jun 15 20:59:15 PDT 2009
194140,194140,1970222746,@abcdefglynis I have cravings for bubble tea now. ,Sat May 30 02:58:02 PDT 2009
1463145,1463145,2064099317,just signed the miley cyrus petition  i love helping those people out &lt;3,Sun Jun 07 05:13:12 PDT 2009
721425,721425,2261187622,&quot;the times it is better not to love nobody not to suffer.&quot;  ,Sat Jun 20 20:23:58 PDT 2009
349179,349179,2017060294,"@tastytouring I love anthropologie (esp. the shoes!), but i'm not a multi-gazzilionaire so it's a little out of my league. ",Wed Jun 03 07:47:48 PDT 2009
1228539,1228539,1991204755,"@Emwahl yes we do keep track!! 4 more for me  But then I start summer school right away, so it's more like 33.",Mon Jun 01 06:36:16 PDT 2009
1051881,1051881,1961267885,Sitting in 4th hour... Thinking bout someone XD. ONLY 2MORE WEEKS  AHHHH  im soooo exited!! :]]]]]],Fri May 29 09:14:22 PDT 2009
771207,771207,2302275746,my fave blk stilleto heels r officially dunzo after 2day  time 4 a brand new pair but i &lt;3 these sooo much!,Tue Jun 23 16:34:54 PDT 2009
445798,445798,2068229252,At Disneyland for probably the last time  Nice day. Emma had lunch with the princesses.,Sun Jun 07 13:43:20 PDT 2009
1233314,1233314,1992146383,"@reemerband yay, your back to your normal selves  !",Mon Jun 01 08:16:43 PDT 2009
1562339,1562339,2186811961,"http://twitpic.com/7ikxl - haha  this photoshoot was great fun, but maybe next time we'll try blowupbabies(c) its cheaper!",Mon Jun 15 19:22:20 PDT 2009
639121,639121,2234642428,@green_flash you make me sad for good people. If you can't be taken care of I have no hope ,Thu Jun 18 23:27:16 PDT 2009
1516267,1516267,2175702065,@kinshuksunil This is a nice add-in story for you ..   http://bit.ly/1oUvdH,Mon Jun 15 01:44:46 PDT 2009
1194209,1194209,1984411985,@kiwicuties @dreadfuldays got to see up yesterday!! pixar's best yet ,Sun May 31 15:03:28 PDT 2009
798988,798988,2328795658,Sad that Farah Fawcett just passed away ,Thu Jun 25 10:00:05 PDT 2009
413141,413141,2060525482,@libraries I be jealous of your Sedarising ,Sat Jun 06 19:04:08 PDT 2009
789009,789009,2325280897,Should have gone to Minneapolis to see The Offspring &amp; Dropkick Murphy's in concert last weekend.  ,Thu Jun 25 05:08:34 PDT 2009
1154127,1154127,1978889376,@MLameeFox I'm not hatin'! Haha ,Sun May 31 00:49:41 PDT 2009
1272239,1272239,2000670672,"@dannybelize Thanks, cause I like to be in the know. ",Mon Jun 01 22:39:46 PDT 2009
1511857,1511857,2175147815,whats my fav. louisiana people up to tonight  @WildYella,Mon Jun 15 00:12:24 PDT 2009
1164725,1164725,1979782536,@PipersPicksTV http://bit.ly/kZcsO  MOST AWESOME  just found this on you tube Luis Miguel  ,Sun May 31 04:29:13 PDT 2009
673069,673069,2247372267,is sad...  i hate lying to him like this. its stupid. and i miss him so much i wanna fuckin cry....,Fri Jun 19 19:00:04 PDT 2009
1305232,1305232,2011036576,Just passed my drivers test! I'm happy ,Tue Jun 02 18:22:31 PDT 2009
1274551,1274551,2000983431,@rawitat http://twitpic.com/6ga4u - คาดไม่มิดนะครับ ยังเห็นตาหวานใส�?จ๊ว อยู่เลย ,Mon Jun 01 23:30:17 PDT 2009
1102079,1102079,1970892655,"@catie_mac Yep... that was the hardest 10 minutes of footy I've had to watch, it like we wanted to lose... BUT GO TIGERS! ",Sat May 30 05:34:16 PDT 2009
1295674,1295674,2003795719,Break time at the seminar.  Going great!   70 plus showed up!  Free golf afterwards ,Tue Jun 02 07:09:42 PDT 2009
670740,670740,2246653401,http://twitpic.com/7uv3k - Bored in the car ,Fri Jun 19 17:55:30 PDT 2009
228370,228370,1978249219,trying to finish an assignment for researach methods ,Sat May 30 22:49:36 PDT 2009
1520153,1520153,2176163705,It's Monday...back to my day job with its endless learning curve. ,Mon Jun 15 03:05:45 PDT 2009
267200,267200,1989144749,I never thought I'd have seen a goto in code I have to work on  nightmares happens,Mon Jun 01 00:29:46 PDT 2009
507741,507741,2188977450,hey everyone! im currently going to bed. long weekend; i have to work all week :| its a great time  NOT. text the cell.,Mon Jun 15 22:58:28 PDT 2009
128109,128109,1834852573,is getting married in five days and woke up sick  darn you airborne!! you failed me!,Mon May 18 04:24:42 PDT 2009
1028225,1028225,1932590360,@StaceyMonk have strong thoughts - will write a post in the AM. brain smushy now ,Tue May 26 21:46:59 PDT 2009
1264272,1264272,1999215430,sleepy. last full day of school tomorrow! pretty exited ,Mon Jun 01 19:50:18 PDT 2009
1262595,1262595,1998861468,@jconley21 Tee hee! ,Mon Jun 01 19:14:43 PDT 2009
1031697,1031697,1933096973,"@karlmageddon hahaha yeah, you can't rock tsinelas in snow. unless you wanna give up a few toes ",Tue May 26 22:59:30 PDT 2009
477817,477817,2178341702,@roeschelb i'm so sorry!! that must be awful ,Mon Jun 15 07:33:34 PDT 2009
234204,234204,1979537794,Going through (embarrassing) singles collection. Not as sophisticated as my albums. Includes these 'gems'  http://twitpic.com/6bqli  ,Sun May 31 03:28:40 PDT 2009
467204,467204,2175729054,@RebekahHarriman I blocked THREE of them yesterday. Before it was 1 a day but 3!!! They use different aliases too ,Mon Jun 15 01:49:36 PDT 2009
912314,912314,1752256725,@jtimberlake give-it-on-up-to-justinville  may i just say...your skits in snl were hilarious! lol,Sat May 09 21:26:20 PDT 2009
212815,212815,1974834320,@Saabsaab8 I will miss you tonight. ,Sat May 30 13:55:28 PDT 2009
442214,442214,2067212875,@MannythePirate yessiree!!!! im really excited! but im going to really miss it here! ,Sun Jun 07 11:57:08 PDT 2009
574682,574682,2210539856,Why did tweetie stop loading tweets properly? Ok twiiterena til it sorts ,Wed Jun 17 11:42:39 PDT 2009
240280,240280,1980841058,@dreadpiratemick but he's all the way in southern cali and i don't get to see him until august ,Sun May 31 07:48:32 PDT 2009
701664,701664,2255158486,"@lvlolvlo haha yeah, im finally startign to pack some stuff up and moving it out to my car ",Sat Jun 20 10:50:45 PDT 2009
616116,616116,2226541911,@Jac_P i was joking! ,Thu Jun 18 12:04:50 PDT 2009
1153620,1153620,1978841850,@gfalcone601 hey hows you? ,Sun May 31 00:39:28 PDT 2009
561468,561468,2205427994,@Teslanaut so most things then ,Wed Jun 17 04:43:02 PDT 2009
302546,302546,1999063809,I wanted to order really hot chili peppers off the internet but my paypal account is being sketchy and this may take some effort ,Mon Jun 01 19:34:49 PDT 2009
161514,161514,1957325229,@AdamKruth serious! Perhaps Sat will work out better ,Fri May 29 00:09:45 PDT 2009
620313,620313,2228295989,"I've slept since about 4 today, tweeting inbetween and I'm still not feeling better. I don't want to go to school tomorrow ",Thu Jun 18 14:15:43 PDT 2009
50907,50907,1678684800,@TrustEnabler Thanks for the heads-up! iMac is even awesome... when it does not freeze. May be problem with graphics card.  ,Sat May 02 07:26:42 PDT 2009
78435,78435,1751354877,Just noticed that SprinTV no longer has a CNN channel. No more watching frm my BlackBerry. This is terribble...just terrible! ,Sat May 09 19:15:18 PDT 2009
1079584,1079584,1968097738,Ahmagawd I totally forgot that Edward norton has a nude scene in the incredible hulk !!!!!!!!! *screams*  ;D ,Fri May 29 20:45:19 PDT 2009
1519559,1519559,2176092791,@ClaudiaSMR hey  its claudia like who i sit with right? haha,Mon Jun 15 02:53:41 PDT 2009
367977,367977,2049361541,Missing Jake... Can't get that image out of my head.  Love you buddy.,Fri Jun 05 16:44:51 PDT 2009
1032854,1032854,1936027488,"@ceribabe Yay! Welcome to twitter, darlin' ",Wed May 27 07:19:24 PDT 2009
1542501,1542501,2181078418,http://twitpic.com/7hat0 - The result of my very short shopping trip in Rayleigh today lol. I heart New Look ,Mon Jun 15 11:20:14 PDT 2009
276775,276775,1991114015,@niecylunn awww how is my little man doing? I really wish you guys could come to my house for the 4th ,Mon Jun 01 06:25:48 PDT 2009
1391494,1391494,2053324727,singing &quot;I quit! I quit! I quit! But I ain't giving you up. You got that something that I can't get enough of.&quot; ,Sat Jun 06 04:08:23 PDT 2009
1163078,1163078,1979641461,Wikipedia bans the 'Church of Scientology' IPs  http://bit.ly/18HQ4v,Sun May 31 03:54:57 PDT 2009
918109,918109,1753600493,"@cherrythegreat Nako! Umuulan pa naman!  Anyway, enjoy the bike rides!",Sun May 10 02:27:31 PDT 2009
1418677,1418677,2057833163,@josephinesstar I &lt;3 the rain! ,Sat Jun 06 13:44:55 PDT 2009
996487,996487,1835901771,class time. and i found the coolest pen ever! ,Mon May 18 06:59:07 PDT 2009
273672,273672,1990448383,@SusieCreagh  Well it's the only equation of that type that I can't do. I'll just leave it til maths tutes.,Mon Jun 01 04:53:58 PDT 2009
1234927,1234927,1992481083,Coffee with Script Dev Head at NZ Film Commission - she likes the project - producer can apply for development money for me to write ,Mon Jun 01 08:49:26 PDT 2009
1582260,1582260,2190292957,@breakyourknee okeydokey. tty then  /totes not sleazy,Tue Jun 16 02:18:47 PDT 2009
294093,294093,1996499105,@skahealot LOL yeah it's retarted.  I'd PChat but I remember Macs don't like the program ,Mon Jun 01 15:11:13 PDT 2009
1449059,1449059,2062797021,@helloctr citraaaa ,Sun Jun 07 00:19:52 PDT 2009
36048,36048,1565502889,"4am: wake up, 5am: at LAX, 6am: grab some coffee, 7am: still dog tired. ftl ",Mon Apr 20 06:54:46 PDT 2009
390091,390091,2054598401,Still no call ,Sat Jun 06 07:41:51 PDT 2009
604261,604261,2221893673,says being back at work is no fun.  http://plurk.com/p/11wnkn,Thu Jun 18 06:10:23 PDT 2009
993954,993954,1835472403,#MusicMonday &quot;I'm on a boat&quot;..this one's got to be it bc I plan on speding some time by the pool today  ? http://blip.fm/~6ix00,Mon May 18 06:04:12 PDT 2009
477683,477683,2178295538,At Philly Int airport getting ready to board. I really don't like planes  I'm hoping for a safe trip,Mon Jun 15 07:29:25 PDT 2009
99890,99890,1793774010,@tinyblob hasn't been a n episode of sploitcast in about 2 years  I keep hoping it'll come back!,Thu May 14 03:56:46 PDT 2009
525554,525554,2193951013,@BrendaLilly Took the Brenda quiz;scored a 50% ,Tue Jun 16 09:08:46 PDT 2009
459649,459649,2072227508,http://twitpic.com/6vuvf - do you have any idea how much i miss my old hair? ,Sun Jun 07 20:37:41 PDT 2009
1224179,1224179,1990511828,@RubyRose1 welcome to my home!LOL the interview was great too ,Mon Jun 01 05:03:50 PDT 2009
442809,442809,2067384038,Gr.. I hate how I can't go anywhere. My summer's going to suck and it's my last summer before I'm a Senior ,Sun Jun 07 12:14:56 PDT 2009
994124,994124,1835501028,http://twitpic.com/5f9lt - It's smoggy Atlanta in the distance. ,Mon May 18 06:08:07 PDT 2009
800402,800402,1467898534,Going to bed and then up early to prep for an interview in Cleveland tomorrow ,Mon Apr 06 22:42:57 PDT 2009
1539517,1539517,2180152775,"except to say, @velika APT YES   where you  (going to be living) at, gf?",Mon Jun 15 10:04:52 PDT 2009
7878,7878,1469980966,second cup of coffee doesn't seem to be working ,Tue Apr 07 07:59:49 PDT 2009
1471677,1471677,2065251184,"DEPLURK! k mommykim, i'll stop plurking  KYRA; you will get ur comment tommorow. BYEE! XD http://plurk.com/p/z4b7o",Sun Jun 07 08:12:34 PDT 2009
243856,243856,1981640208,But the baby is sick..................................... ,Sun May 31 09:34:59 PDT 2009
864275,864275,1677260664,"Replying to emails at 2,love it,not complainingthanks everyone for the offers(99% male)to be in my next movie, still working on it, kylie ",Sat May 02 01:11:12 PDT 2009
1513230,1513230,2175326964,@aozoai Yep I bought alot of stuff lol. I will share what happened  in my next topic in my blog soon. ,Mon Jun 15 00:40:46 PDT 2009
1080594,1080594,1968301935,I got punched in the face ,Fri May 29 21:09:42 PDT 2009
65174,65174,1690863783,Twitter is acting real quiet. I'm guessing its behaving badly for us all.  twitter-dont u know ur my life line to the outside world?!?!,Sun May 03 16:33:07 PDT 2009
1138782,1138782,1976871582,mye twitter is the new 'tumblr' ,Sat May 30 19:22:46 PDT 2009
551337,551337,2203134478,"i feel so betrayed  i couldnt stop crying for so long,thank you ginger for helping me",Tue Jun 16 23:05:51 PDT 2009
410913,410913,2059984874,@iylea im not a fish.   ,Sat Jun 06 18:01:58 PDT 2009
577,577,1467953738,@carlyw66 HAHA. I cried...  I guess he did....,Mon Apr 06 22:58:37 PDT 2009
1409231,1409231,2055901714,I have a ribbon pinned on to me with sugar cubes tied on to it for my sweet sixteen  Haha. I love my family.,Sat Jun 06 10:09:45 PDT 2009
215236,215236,1975420090,Prince Harry was in Harlem and I didn't know  he was down the street. now i'll never be a Princess ::cries::,Sat May 30 15:07:09 PDT 2009
343800,343800,2015536692,@DetroitSkye that Grumpy has no clue how much giving this up is hurting me.  ,Wed Jun 03 04:55:21 PDT 2009
425690,425690,2063375499,@nitadarling me toooooo ,Sun Jun 07 02:24:24 PDT 2009
812426,812426,1548498368,@sethjenks meh...take the night off and enjoy it! You'll be refreshed to hit it hard tomorrow ,Fri Apr 17 21:07:12 PDT 2009
